location,lat,lon,altitude,year,month,tas_C,tasmin_C,tasmax_C,pr_mm,hur_percent,ilce_nufus,mu_v,a_T,gamma_v,L_adj
Hopa,41.4,41.4,20,2015,1,-1.97,-5,1.36,1.31,68.03,NA,0.020219959001883954,0,0,NA
Hopa,41.4,41.4,20,2015,2,-0.72,-3.22,2.38,1.03,61.07,NA,0.021524034317051757,0,0,NA
Hopa,41.4,41.4,20,2015,3,5.1,1.28,9.19,2.35,54.14,NA,0.028794090813077024,0,0,18.802469003609573
Hopa,41.4,41.4,20,2015,4,10.25,6.39,13.83,6.33,58.99,NA,0.037250679489501295,0.002549655307585714,0.006004664170459371,15.835952741915943
Hopa,41.4,41.4,20,2015,5,15.24,10.38,19.55,5.08,43.89,NA,0.04780690982163776,0.07099695453990618,0.009668439866696264,9.180681237032196
Hopa,41.4,41.4,20,2015,6,19.89,15.79,23.83,5.11,37.05,NA,0.060320389806495255,0.15293021622003355,0.014604998147245344,6.142201686503439
Hopa,41.4,41.4,20,2015,7,21.96,17.72,25.84,6.65,32.59,NA,0.06689807456903467,0.18968470207787475,0.01737885363814612,4.871590133191224
Hopa,41.4,41.4,20,2015,8,20.99,17.41,25,1.9,23.87,NA,0.0637309417236199,0.17268682087403192,0.016030869528624057,3.7454334353815653
Hopa,41.4,41.4,20,2015,9,16.99,12.68,21.51,0.85,22.91,NA,0.0521784819117483,0.10079927459058423,0.011332335738294569,4.390698839944916
Hopa,41.4,41.4,20,2015,10,11.18,6.82,15.87,1.08,41.79,NA,0.03902374027719919,0.01287729619297964,0.006579472658116063,10.70886586040987
Hopa,41.4,41.4,20,2015,11,5.06,2.62,8.12,0.94,51.24,NA,0.028736560181259564,0,0,17.830944162000282
Hopa,41.4,41.4,20,2015,12,-0.8,-3.48,2.45,0.87,50.96,NA,0.021438110142697794,0,0,NA
Hopa,41.4,41.4,20,2016,1,-1.13,-3.97,2.2,1.19,58.28,NA,0.021087283603631567,0,0,NA
Hopa,41.4,41.4,20,2016,2,2.24,-1.06,6.6,1.09,51.81,NA,0.024957395372380734,0,0,20.75937782246936
Hopa,41.4,41.4,20,2016,3,4.9,1.53,8.41,3.74,65.68,NA,0.028507584822445354,0,0,23.03948244268209
Hopa,41.4,41.4,20,2016,4,7.12,2.13,11.58,2.67,43.76,NA,0.0318542300873219,0,0,13.73757892752104
Hopa,41.4,41.4,20,2016,5,18.71,13.78,23.45,4.73,44.66,NA,0.05686443978877799,0.13154746407418352,0.013191245752140826,7.853765932784851
Hopa,41.4,41.4,20,2016,6,21.77,17.4,26.06,3,37.84,NA,0.0662655520994483,0.18639952857570047,0.017107949678901755,5.710357614347114
Hopa,41.4,41.4,20,2016,7,22.08,18.37,25.87,2.95,35.93,NA,0.06730066959373864,0.1917464163048606,0.01755169978349299,5.338728457962144
Hopa,41.4,41.4,20,2016,8,20.2,17.76,22.98,4.8,41.12,NA,0.0612626394184416,0.15853034128267057,0.014996056686613777,6.712084296456519
Hopa,41.4,41.4,20,2016,9,16.53,12.94,20.63,0.98,30.65,NA,0.05099207283259416,0.09277895534660882,0.010873576251286666,6.010738198586919
Hopa,41.4,41.4,20,2016,10,10.31,5.97,15.25,1.39,48.81,NA,0.03736259932378136,0.0031762223671204176,0.006040404675649782,13.063866241482925
Hopa,41.4,41.4,20,2016,11,3.31,0.08,7.05,2.46,61.42,NA,0.026328978744401172,0,0,23.327908232316414
Hopa,41.4,41.4,20,2016,12,-3.73,-6.85,-0.42,1.89,60.57,NA,0.01851664738287495,0,0,NA
Hopa,41.4,41.4,20,2017,1,-3.15,-6.23,0.3,0.77,58.35,NA,0.01906149222315504,0,0,NA
Hopa,41.4,41.4,20,2017,2,-3.84,-7.84,0.02,1.57,53.28,NA,0.018415085373814817,0,0,NA
Hopa,41.4,41.4,20,2017,3,0.74,-2.51,4.29,2.99,54.13,NA,0.02315406099245259,0,0,23.378188395393998
Hopa,41.4,41.4,20,2017,4,5.56,1.89,8.95,4.67,64.08,NA,0.02946402966570565,0,0,21.74855263419221
Hopa,41.4,41.4,20,2017,5,17.38,12.61,21.91,5.86,48.16,NA,0.05320594754130477,0.10768100039202518,0.011733690091298947,9.05161964508056
Hopa,41.4,41.4,20,2017,6,21,17.09,24.88,8.95,40.53,NA,0.06376281516217733,0.1728645712689561,0.01604432619507249,6.3563692877916544
Hopa,41.4,41.4,20,2017,7,22.64,19.16,26.31,7.83,45.13,NA,0.06921171816887303,0.20121610014678423,0.018376424372808085,6.520572121889118
Hopa,41.4,41.4,20,2017,8,21.83,18.64,25.25,4.57,44.68,NA,0.06646464724914984,0.18743960633819476,0.01719313281204389,6.722370741322411
Hopa,41.4,41.4,20,2017,9,14.64,10,19.4,0.67,25.06,NA,0.046394002109164674,0.061302465243550396,0.009147096979824553,5.401560301056598
Hopa,41.4,41.4,20,2017,10,7.52,3.49,11.82,0.81,33.05,NA,0.0324977282206064,0,0,10.1699416573505
Hopa,41.4,41.4,20,2017,11,4.87,1.24,8.95,2.73,58.74,NA,0.028464855500215113,0,0,20.635973367072282
Hopa,41.4,41.4,20,2017,12,-3.44,-6.8,-0.3,1.75,63.48,NA,0.018787094775072993,0,0,NA
Hopa,41.4,41.4,20,2018,1,-4.13,-7.8,0.05,0.42,38.88,NA,0.018149993198783028,0,0,NA
Hopa,41.4,41.4,20,2018,2,1.02,-1.8,5.54,0.55,41.27,NA,0.02348049757061403,0,0,17.576288524502832
Hopa,41.4,41.4,20,2018,3,1.53,-1.18,4.57,1.77,59.15,NA,0.024086949661051252,0,0,24.556866200308427
Hopa,41.4,41.4,20,2018,4,10.38,6.36,14.24,2.91,49.94,NA,0.03749359753455614,0.003914307771666411,0.006082332145428496,13.319607422033208
Hopa,41.4,41.4,20,2018,5,18.77,13.48,23.97,3.17,31.78,NA,0.05703528925420539,0.1326334668350691,0.013260335007847658,5.571988923972498
Hopa,41.4,41.4,20,2018,6,21.53,17.09,26,5.62,41.21,NA,0.06547511756664338,0.18221626091103407,0.01677057141641044,6.293994044081661
Hopa,41.4,41.4,20,2018,7,20.51,17.24,23.94,2.73,31.55,NA,0.06221960767418423,0.1641090626086232,0.015395514626590657,5.070748784726029
Hopa,41.4,41.4,20,2018,8,22.36,19.07,26.08,4.87,39.68,NA,0.068249505320539,0.19651413886685942,0.017960314232850095,5.8139615538075855
Hopa,41.4,41.4,20,2018,9,15.73,11.89,19.87,1.18,33.1,NA,0.04899264505804256,0.07913237448595632,0.010112388425333015,6.756116139633975
Hopa,41.4,41.4,20,2018,10,11.52,7.87,15.87,1.75,54.9,NA,0.039692814882588245,0.016969736897897734,0.006801029508165521,13.831218612838306
Hopa,41.4,41.4,20,2018,11,3.01,1.12,5.62,2.11,62.67,NA,0.025936991318664854,0,0,24.162401579284655
Hopa,41.4,41.4,20,2018,12,-3.2,-5.56,0.09,0.54,43.32,NA,0.01901389801015205,0,0,NA
Hopa,41.4,41.4,20,2019,1,-4.25,-8.14,0.73,0.56,38.65,NA,0.018041419287047077,0,0,NA
Hopa,41.4,41.4,20,2019,2,-2.68,-5.42,0.65,1.13,66.66,NA,0.01951474211791675,0,0,NA
Hopa,41.4,41.4,20,2019,3,2.11,-0.8,5.56,2.83,54.96,NA,0.02479569838697057,0,0,22.165134912626577
Hopa,41.4,41.4,20,2019,4,10.82,6.35,15.25,3.64,56.75,NA,0.03832759703713615,0.008725679501234965,0.006351624449339261,14.80656351740865
Hopa,41.4,41.4,20,2019,5,16.91,12.76,21.01,6.93,49.25,NA,0.05197018485594225,0.09939646383802694,0.011251422993720173,9.476587419597907
Hopa,41.4,41.4,20,2019,6,21.08,15.73,26.36,1.04,27.51,NA,0.0640183772061647,0.17428498774922907,0.016152305565967622,4.297203584434331
Hopa,41.4,41.4,20,2019,7,23.34,19.08,27.61,4.37,37.49,NA,0.07167701941556989,0.21263558785253778,0.019450025069465058,5.2304072219632936
Hopa,41.4,41.4,20,2019,8,20.27,16.59,24.18,1.56,29.76,NA,0.06147743432822852,0.15979219457991803,0.015085518576471559,4.840800584017726
Hopa,41.4,41.4,20,2019,9,17.41,12.58,22.76,1.18,36.2,NA,0.053285816349247284,0.10821311394393564,0.01176504219881076,6.7935526712656555
Hopa,41.4,41.4,20,2019,10,6.29,2.02,10.55,3.54,50.54,NA,0.03055933446208659,0,0,16.538318287887584
Hopa,41.4,41.4,20,2019,11,4.19,0.74,8.67,2.46,63.76,NA,0.027513318210132125,0,0,23.17423129883315
Hopa,41.4,41.4,20,2019,12,0.96,-1.32,3.87,2.72,68.51,NA,0.023410161634558217,0,0,29.26506919066511
Hopa,41.4,41.4,20,2020,1,-1.25,-4.11,2.14,1.2,44.79,NA,0.02096113871510978,0,0,NA
Hopa,41.4,41.4,20,2020,2,0.18,-2.67,4.52,0.09,38.96,NA,0.02251473955326743,0,0,17.30421971252426
Hopa,41.4,41.4,20,2020,3,5.81,2.15,9.47,3.6,67.54,NA,0.02983464153504754,0,0,22.638113456352073
Hopa,41.4,41.4,20,2020,4,11.68,7.16,16.01,4.76,60.46,NA,0.0400116309656305,0.018951622333344652,0.006907471134769305,15.110606226458101
Hopa,41.4,41.4,20,2020,5,16.09,12.07,19.97,5.13,42.98,NA,0.04988249731350533,0.08522148484832802,0.010449254216083661,8.616248647271208
Hopa,41.4,41.4,20,2020,6,18.58,15.32,22.03,6,40.75,NA,0.05649601959293262,0.12919614926625686,0.013042559253095408,7.212897526872428
Hopa,41.4,41.4,20,2020,7,21.88,17.47,26.2,3.38,27.81,NA,0.06663101674248863,0.1883044882120533,0.017264376194709906,4.173731898385753
Hopa,41.4,41.4,20,2020,8,19.73,15.75,23.64,4.78,30.43,NA,0.059839751803455396,0.15003391423094187,0.014406410036825912,5.0852483646569615
Hopa,41.4,41.4,20,2020,9,12.49,9.1,16.07,2.65,37.68,NA,0.041665364076773806,0.02951070118612915,0.0074683359428601185,9.043482718780458
Hopa,41.4,41.4,20,2020,10,7.22,3.8,10.72,3.18,58.36,NA,0.03201390008009476,0,0,18.229581479916725
Hopa,41.4,41.4,20,2020,11,6.31,2.68,10.69,0.96,48.93,NA,0.0305899090813104,0,0,15.995470882224655
Hopa,41.4,41.4,20,2020,12,-3.55,-6.74,0.14,1.32,47.99,NA,0.0186840493883836,0,0,NA
Hopa,41.4,41.4,20,2021,1,-8,-11.75,-3.32,1.01,54.46,NA,0.014956861922263504,0,0,NA
Hopa,41.4,41.4,20,2021,2,-3.47,-7.19,0.82,0.6,66.69,NA,0.018758935257828225,0,0,NA
Hopa,41.4,41.4,20,2021,3,1.7,-1.06,5.38,2.02,67.42,NA,0.024292561344874244,0,0,27.75335175359172
Hopa,41.4,41.4,20,2021,4,10.15,5.72,14.12,5.15,66.19,NA,0.037064890950460685,0.001517925628118852,0.005945499394074148,17.857869887831765
Hopa,41.4,41.4,20,2021,5,16.16,11.74,20.29,4.84,49.21,NA,0.050057391941162765,0.08641567239133013,0.010515825983875906,9.830715922603641
Hopa,41.4,41.4,20,2021,6,21.22,16.45,25.89,5.34,30.09,NA,0.06446807796298012,0.1767636012347154,0.016342668695957418,4.667426259749631
Hopa,41.4,41.4,20,2021,7,21.64,17.95,25.65,2.43,21.16,NA,0.06583622284248272,0.18413801683061734,0.01692453863389919,3.2140361470351397
Hopa,41.4,41.4,20,2021,8,19.64,16.17,23.34,1.69,22.86,NA,0.05957107789003212,0.14840349222567745,0.014295668066816711,3.837432661903388
Hopa,41.4,41.4,20,2021,9,15.03,10.34,19.96,0.78,27.54,NA,0.04730756342483039,0.06756876696633607,0.009483217419997214,5.821479274399712
Hopa,41.4,41.4,20,2021,10,9.83,4.95,15.55,1.77,48.64,NA,0.03647657179921826,0,0,13.334586448456326
Hopa,41.4,41.4,20,2021,11,2.71,-0.27,6.41,1.11,48.8,NA,0.02555083982539773,0,0,19.09917651767063
Hopa,41.4,41.4,20,2021,12,-3.73,-6.84,0.27,1.43,61.15,NA,0.01851664738287495,0,0,NA
Hopa,41.4,41.4,20,2022,1,-3.11,-6.69,0.99,0.38,52.36,NA,0.01909965335601383,0,0,NA
Hopa,41.4,41.4,20,2022,2,-1.39,-5.05,2.87,3.07,64.14,NA,0.020814923095818155,0,0,NA
Hopa,41.4,41.4,20,2022,3,4.61,0.84,8.75,3.43,55.86,NA,0.028097207269907304,0,0,19.88097943806224
Hopa,41.4,41.4,20,2022,4,9.86,5.56,13.84,4.76,61.17,NA,0.03653132771358613,0,0,16.744532385898108
Hopa,41.4,41.4,20,2022,5,16.51,12.22,20.55,5.86,45.72,NA,0.05094110624730143,0.09243288600000003,0.010853984080894061,8.975070109008868
Hopa,41.4,41.4,20,2022,6,21.14,16.34,25.43,7.63,43.87,NA,0.06421072070877952,0.17534839078568332,0.016233671275269188,6.832192430757386
Hopa,41.4,41.4,20,2022,7,22.58,18.92,26.39,4.29,37.9,NA,0.06900439415587889,0.20021442871996242,0.01828662281786714,5.4924038481353845
Hopa,41.4,41.4,20,2022,8,22.09,18.68,25.83,4.69,32.73,NA,0.06733432834252148,0.1919177456292716,0.01756616500677134,4.860819259012505
Hopa,41.4,41.4,20,2022,9,18.63,14.87,22.77,2.53,35.33,NA,0.05663743633919323,0.13010020652712212,0.013099583672568634,6.237923586161961
Hopa,41.4,41.4,20,2022,10,12.77,9.89,15.96,2.25,61.05,NA,0.042252781501367534,0.03335572566713804,0.007670986683193739,14.448752917727813
Hopa,41.4,41.4,20,2022,11,1.77,-0.74,4.89,1.52,41.78,NA,0.02437773427526213,0,0,17.1385902923707
Hopa,41.4,41.4,20,2022,12,-1.84,-4.51,1.57,0.72,48.11,NA,0.020351816809020352,0,0,NA
Hopa,41.4,41.4,20,2023,1,-2.02,-5.16,1.78,0.76,52.13,NA,0.02016947223912787,0,0,NA
Hopa,41.4,41.4,20,2023,2,0.43,-1.86,3.34,2.04,66.83,NA,0.022797940113688207,0,0,29.314051912906955
Hopa,41.4,41.4,20,2023,3,2.49,-1.24,6.61,3.13,50.18,NA,0.025271320760652676,0,0,19.85650076434866
Hopa,41.4,41.4,20,2023,4,7.88,3.07,12.32,4.37,53.48,NA,0.033087983690999204,0,0,16.162967347734746
Hopa,41.4,41.4,20,2023,5,17.89,13.8,21.96,8.68,59.24,NA,0.054580145767431774,0.11677297484807951,0.012276118736803995,10.853763610750338
Hopa,41.4,41.4,20,2023,6,19.86,15.75,23.81,6.78,35.79,NA,0.060229977048306536,0.15238741160169136,0.014567595256422514,5.94222374869829
Hopa,41.4,41.4,20,2023,7,22.28,19.27,25.46,9.11,45.23,NA,0.0679770525680321,0.195158335165902,0.017842805950094753,6.653715966095083
Hopa,41.4,41.4,20,2023,8,21.84,17.85,26.13,2.23,36.63,NA,0.06649788788224019,0.18761271863709644,0.017207362748223244,5.50844563136612
Hopa,41.4,41.4,20,2023,9,13.83,10.47,17.6,1.68,29.12,NA,0.04455258540379266,0.04874290161811696,0.008480810719783655,6.5360965555819535
Hopa,41.4,41.4,20,2023,10,9.96,5.63,14.59,2.33,48.15,NA,0.036714441755772105,0,0,13.114730252552468
Hopa,41.4,41.4,20,2023,11,5.58,2.58,9.25,3.36,68.72,NA,0.029493508432298088,0,0,23.300042501808743
Hopa,41.4,41.4,20,2023,12,1.32,-0.77,4.89,1.02,42.53,NA,0.02383535984760795,0,0,17.843238059721678
Hopa,41.4,41.4,20,2024,1,2.13,-0.45,5.74,0.91,58.35,25692,0.024820506487340382,0,0,23.50878699020958
Hopa,41.4,41.4,20,2024,2,-0.91,-3.74,2.11,3.37,59.81,25692,0.021320524194684422,0,0,NA
Hopa,41.4,41.4,20,2024,3,2.08,-1.51,5.71,2.12,60.02,25692,0.02475853272060845,0,0,24.242147415319444
Hopa,41.4,41.4,20,2024,4,11.78,7.57,15.91,4.72,57.4,25692,0.040212190100464375,0.020208142519848964,0.006974714527983126,14.274278485353408
Hopa,41.4,41.4,20,2024,5,16.98,12.03,21.59,3.92,45.44,25692,0.05215239919201575,0.1006237497999758,0.011322195457535867,8.712926098126012
Hopa,41.4,41.4,20,2024,6,20,15.98,23.97,4.68,36.85,25692,0.06065306597126334,0.15491933384829668,0.014742806648510288,6.075537882529973
Hopa,41.4,41.4,20,2024,7,22.45,18.18,26.62,2.17,21.47,25692,0.06855732015842933,0.19803299484716558,0.018093242553582606,3.13168600382642
Hopa,41.4,41.4,20,2024,8,21.18,17.13,25.46,2.35,25.69,25692,0.06433927065729561,0.17605638351880834,0.01628809705419438,3.9928957443173845
Hopa,41.4,41.4,20,2024,9,18.08,14.58,22.06,2.05,25.31,25692,0.05510112789913407,0.12018214802592324,0.01248338798157923,4.5933723981715
Hopa,41.4,41.4,20,2024,10,12.01,7.46,16.99,1.37,50.83,25692,0.040677299540014804,0.023149336405132566,0.007131490144279488,12.49591309521367
Hopa,41.4,41.4,20,2024,11,5.35,1.85,9.58,2.02,54.5,25692,0.029156275889025945,0,0,18.692373541613083
Hopa,41.4,41.4,20,2024,12,-0.02,-2.87,3.56,0.91,61.86,25692,0.02229071415161824,0,0,NA
Hopa,41.4,41.4,20,2025,1,0.27,-2.26,3.68,0.61,62.99,25820,0.02261628418532275,0,0,27.85161323754435
Hopa,41.4,41.4,20,2025,2,-0.73,-3.81,2.87,1.67,57.9,25820,0.021513274989949156,0,0,NA
Hopa,41.4,41.4,20,2025,3,2.49,-0.98,6.15,3,63.57,25820,0.025271320760652676,0,0,25.154997082296617
Hopa,41.4,41.4,20,2025,4,10.39,5.49,15.01,4,50.08,25820,0.03751234902080432,0.004020369384174053,0.0060883420847282245,13.350270326239947
Hopa,41.4,41.4,20,2025,5,16.7,12.06,21.05,5.26,51.47,25820,0.051427352770663196,0.09572972567181001,0.011041294384864534,10.00829271332067
Hopa,41.4,41.4,20,2025,6,22.3,17.66,26.83,2.62,28.11,25820,0.06804506362045877,0.1954977802503139,0.01787212575954585,4.1310858575710565
Hopa,41.4,41.4,20,2025,7,22.43,17.41,27.25,3.43,31.04,25820,0.0684887971055076,0.19769607030577072,0.018063635861877977,4.532128072301022
Hopa,41.4,41.4,20,2025,8,20.86,17.33,24.65,2.06,26.88,25820,0.063318034006275975,0.1703722385608386,0.015856754468540457,4.245236040862498
Hopa,41.4,41.4,20,2025,9,14.72,10.52,18.93,1.39,28.74,25820,0.04657994976498282,0.06257686179086863,0.009215219392044744,6.170036710002149
Hopa,41.4,41.4,20,2025,10,10.37,6.21,14.87,2.01,52.44,25820,0.037474855421707524,0.003808401101009706,0.006076327287989041,13.993382872298909
Hopa,41.4,41.4,20,2025,11,5.97,1.72,11.41,1.17,42.71,25820,0.03007427592684639,0,0,14.201505666799475
Hopa,41.4,41.4,20,2025,12,-1.42,-4.1,1.64,2.37,69.16,25820,0.020783724116258905,0,0,NA
Hopa,41.4,41.4,20,2026,1,0.35,-1.65,3,1.24,62.68,25944,0.022706930493819326,0,0,27.603907105392814
Hopa,41.4,41.4,20,2026,2,1.7,-1.33,5.18,2.2,67.73,25944,0.024292561344874244,0,0,27.88096283403689
Hopa,41.4,41.4,20,2026,3,2.69,-0.75,6.18,2.31,65.92,25944,0.02552530175673484,0,0,25.82535580900901
Hopa,41.4,41.4,20,2026,4,10.1,6.22,13.78,5.06,54.89,25944,0.0369723444544059,0.0010079779759498682,0.005916104916064576,14.846231909282915
Hopa,41.4,41.4,20,2026,5,16.52,12.4,20.47,6.12,52.63,25944,0.05096658316912476,0.09260589168203,0.010863776509892025,10.326374013607198
Hopa,41.4,41.4,20,2026,6,21.83,16.91,26.28,4.11,36.26,25944,0.06646464724914984,0.18743960633819476,0.01719313281204389,5.455531850500238
Hopa,41.4,41.4,20,2026,7,22.32,17.75,26.75,1.23,25.49,25944,0.06811314271795471,0.1958368975987678,0.017901483723313343,3.7423027308473906
Hopa,41.4,41.4,20,2026,8,23.49,20.12,27.42,3.88,39.38,25944,0.07221661802661195,0.21501196286736002,0.019686363914332563,5.453038521616785
Hopa,41.4,41.4,20,2026,9,15.58,10.75,20.49,2.52,35.26,25944,0.04862657469990345,0.07662248992694592,0.009974719070112987,7.251179055404452
Hopa,41.4,41.4,20,2026,10,7.48,3.94,11.11,2.28,47.45,25944,0.03243279771631298,0,0,14.630251887315199
Hopa,41.4,41.4,20,2026,11,8.36,4.63,12.92,0.5,50.19,25944,0.03389170133321328,0,0,14.808934938540446
Hopa,41.4,41.4,20,2026,12,-2.2,-5.14,1.17,1.11,44.94,25944,0.019988761407514443,0,0,NA
Hopa,41.4,41.4,20,2027,1,-1.8,-4.74,1.41,1.47,64.72,26065,0.020392561173421343,0,0,NA
Hopa,41.4,41.4,20,2027,2,2.84,-0.34,7.15,3.1,61.01,26065,0.02571746121714024,0,0,23.723181493256376
Hopa,41.4,41.4,20,2027,3,3.17,-1,7.27,3.82,60.83,26065,0.02614531945065997,0,0,23.266114653827454
Hopa,41.4,41.4,20,2027,4,8.64,4.94,12.26,3.83,54.19,26065,0.034369522092815234,0,0,15.766876203183555
Hopa,41.4,41.4,20,2027,5,13.87,10.04,17.44,8.31,52.42,26065,0.044641779739204204,0.04934772890943585,0.008512727946576037,11.742363388340674
Hopa,41.4,41.4,20,2027,6,20.97,17.03,24.92,8.57,43.36,26065,0.06366724263674797,0.1723311908958473,0.016003983323635007,6.81040959279319
Hopa,41.4,41.4,20,2027,7,22.28,18.3,26.1,5.44,34.3,26065,0.0679770525680321,0.195158335165902,0.017842805950094753,5.045820420894569
Hopa,41.4,41.4,20,2027,8,20.13,16.7,23.75,2.59,23.45,26065,0.06104859497675367,0.15726739755084912,0.014907023071489977,3.8412022437091937
Hopa,41.4,41.4,20,2027,9,13.61,9.41,17.89,1.3,27.01,26065,0.04406519253963858,0.045446528547852756,0.008307060442991954,6.129554517594203
Hopa,41.4,41.4,20,2027,10,10.26,6.04,14.98,1.05,43.57,26065,0.037269309486357136,0.0026536922252770744,0.006010608305497384,11.690584183200201
Hopa,41.4,41.4,20,2027,11,4.07,0.73,7.52,4.36,64.49,26065,0.0273487325516036,0,0,23.58061744847426
Hopa,41.4,41.4,20,2027,12,0.69,-1.94,4,2.25,50.36,26065,0.023096248136152693,0,0,21.804407236676333
Hopa,41.4,41.4,20,2028,1,-4.68,-8.01,-1.66,3.38,59.4,26182,0.017657668871613387,0,0,NA
Hopa,41.4,41.4,20,2028,2,-3.01,-6.03,0.49,1.83,53.06,26182,0.019195390766868176,0,0,NA
Hopa,41.4,41.4,20,2028,3,0.82,-2.12,4.27,1.49,58.77,26182,0.023246862716134166,0,0,25.280830672782134
Hopa,41.4,41.4,20,2028,4,7.05,3.39,10.32,4.51,63.93,26182,0.03174293516174957,0,0,20.139914495694157
Hopa,41.4,41.4,20,2028,5,18.26,13.56,22.8,4.17,48.53,26182,0.05559927635578367,0.12342085282321826,0.012682384190577135,8.72853086962016
Hopa,41.4,41.4,20,2028,6,20.57,16.62,24.47,6.83,33.3,26182,0.062406546765639656,0.16518569701161714,0.015473808941455832,5.33597863138529
Hopa,41.4,41.4,20,2028,7,21.91,18.4,25.43,6.37,34.12,26182,0.0667310382649902,0.18882259330888929,0.017307234771727062,5.113062959474545
Hopa,41.4,41.4,20,2028,8,20.27,17.01,23.85,1.44,20.78,26182,0.06147743432822852,0.15979219457991803,0.015085518576471559,3.380102020695173
Hopa,41.4,41.4,20,2028,9,14.96,10.36,19.54,0.78,21.8,26182,0.04714227637391309,0.06643426343353329,0.009422139245980735,4.624299392564625
Hopa,41.4,41.4,20,2028,10,11.87,7.38,16.96,1.44,49.44,26182,0.04039355271575154,0.02135060262295122,0.007035708871166815,12.239577030499913
Hopa,41.4,41.4,20,2028,11,4.96,2.15,8.31,2.85,66.47,26182,0.028593235989424797,0,0,23.24675668909385
Hopa,41.4,41.4,20,2028,12,0.08,-2.24,2.99,1.43,52.96,26182,0.02240244682127417,0,0,23.640274842526253
Hopa,41.4,41.4,20,2029,1,-0.76,-3.59,2.04,3.47,58.26,26295,0.021481029267801915,0,0,NA
Hopa,41.4,41.4,20,2029,2,-0.04,-2.89,3.26,2.24,47.75,26295,0.022268434579109507,0,0,NA
Hopa,41.4,41.4,20,2029,3,2.6,-0.36,6,2.64,66.8,26295,0.025410695955280026,0,0,26.28814264574276
Hopa,41.4,41.4,20,2029,4,9.61,5.51,13.35,4.12,58,26295,0.036077528272504565,0,0,16.076489376408585
Hopa,41.4,41.4,20,2029,5,16.95,12.52,21.14,6.08,47.54,26295,0.052074229235352085,0.1000974712093792,0.01129181953937039,9.129275785367957
Hopa,41.4,41.4,20,2029,6,19.77,15.18,23.95,3.93,27.53,26295,0.059959551066392155,0.1507582822288957,0.014455851041694032,4.591428639870321
Hopa,41.4,41.4,20,2029,7,22.16,18.82,25.5,3.69,20.6,26295,0.0675704113960626,0.19311492444141573,0.01766768666517759,3.048671685488715
Hopa,41.4,41.4,20,2029,8,19.44,16.6,22.47,2.67,21.2,26295,0.05897833576128505,0.1447781580142499,0.014052042501442149,3.594540219955858
Hopa,41.4,41.4,20,2029,9,14.45,10.27,18.51,1.27,28.12,26295,0.045955346004678405,0.05829935727036362,0.008986994970030531,6.118983414277262
Hopa,41.4,41.4,20,2029,10,9.81,5.59,14.14,1.03,38.76,26295,0.03644011345962704,0,0,10.636629889460476
Hopa,41.4,41.4,20,2029,11,5.23,2.45,8.52,1.81,61.71,26295,0.0289818619986044,0,0,21.292627783187843
Hopa,41.4,41.4,20,2029,12,2.11,-0.7,5.86,2.52,61.39,26295,0.02479569838697057,0,0,24.75832664276102
Hopa,41.4,41.4,20,2030,1,-2.64,-5.63,1.08,1.47,60.67,26404,0.01955381065766949,0,0,NA
Hopa,41.4,41.4,20,2030,2,1.35,-1.14,4.53,2.61,63.66,26404,0.023871139715571612,0,0,26.668186252738206
Hopa,41.4,41.4,20,2030,3,3.86,0.64,7.34,3.24,70.88,26404,0.027063073195919607,0,0,26.190669288322663
Hopa,41.4,41.4,20,2030,4,11.69,6.58,16.6,3.09,44.79,26404,0.04003164178340085,0.019076660385785656,0.006914170553078966,11.18864927957369
Hopa,41.4,41.4,20,2030,5,17.38,13.02,21.7,5.97,45.89,26404,0.05320594754130477,0.10768100039202518,0.011733690091298947,8.624975612806209
Hopa,41.4,41.4,20,2030,6,19.19,15.04,23.12,3.46,28.06,26404,0.058245695107919514,0.14024468675197505,0.013752257727293656,4.817523414908092
Hopa,41.4,41.4,20,2030,7,21.43,16.67,26,1.25,19.51,26404,0.06514855905541816,0.18046306156869393,0.01663157253692156,2.994694016701729
Hopa,41.4,41.4,20,2030,8,21.11,15.78,26.6,1.17,27.41,26404,0.06411447682867216,0.1748168984249972,0.016192947516803825,4.275165509537805
Hopa,41.4,41.4,20,2030,9,15.64,11.86,19.6,1.71,31.51,26404,0.04877267346257312,0.07762444800000001,0.010029598376834327,6.460584947056461
Hopa,41.4,41.4,20,2030,10,14.01,8.42,20.5,0.56,47.85,26404,0.04495536847747629,0.051477651197330256,0.008625235000509556,10.643890067094878
Hopa,41.4,41.4,20,2030,11,5.2,1.38,9.97,1.89,44.27,26404,0.028938421793905055,0,0,15.29800080850437
Hopa,41.4,41.4,20,2030,12,1.38,-0.77,3.76,2.19,71.12,26404,0.023906973293609704,0,0,29.748642426019806
Hopa,41.4,41.4,20,2031,1,-2.61,-5.75,0.71,1.54,52.8,26511,0.01958316338269613,0,0,NA
Hopa,41.4,41.4,20,2031,2,-2.23,-4.81,1.3,1.35,57.68,26511,0.0199588007415203,0,0,NA
Hopa,41.4,41.4,20,2031,3,1.78,-1.56,5.5,3.22,59.67,26511,0.024389926190124485,0,0,24.465018686346195
Hopa,41.4,41.4,20,2031,4,11.48,6.49,15.95,3.57,44.62,26511,0.03961350858555553,0.01647981218291423,0.00677463844291375,11.263834382059763
Hopa,41.4,41.4,20,2031,5,15.24,11.01,19.12,5.34,38.75,26511,0.04780690982163776,0.07099695453990618,0.009668439866696264,8.10552285110498
